帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
63,1,4.908,7.333,-0.828,蓝色,沿用历史颜色,,,
63,2,9.667,-5.715,-0.786,红色,本帧颜色确认,0.280,红色,0.722
63,3,8.203,1.511,-0.867,未知,雷达框未匹配,,,
63,4,6.067,3.775,-0.819,小黄锥,本帧颜色确认,0.810,小黄锥,0.768
63,5,7.575,-2.143,-0.821,红色,本帧颜色确认,0.391,红色,0.722
63,6,7.138,4.103,-0.822,小黄锥,本帧颜色确认,0.480,小黄锥,0.441
63,7,6.776,1.069,-0.855,小黄锥,本帧颜色确认,0.498,大黄锥,0.193
63,8,6.700,-6.706,-0.854,蓝色,本帧颜色确认,0.362,蓝色,0.722
63,9,9.982,-10.300,-0.829,红色,本帧颜色确认,0.247,红色,0.768
63,10,6.367,-0.840,-0.815,红色,本帧颜色确认,0.590,红色,0.808
