帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
396,1,4.124,-1.992,-0.646,大黄锥,沿用历史颜色,,,
396,2,7.826,-6.514,-0.781,蓝色,沿用历史颜色,,,
396,3,12.351,-2.746,-0.751,蓝色,沿用历史颜色,,,
396,4,11.111,-9.482,-0.763,红色,沿用历史颜色,,,
396,5,7.707,-0.192,-0.804,红色,本帧颜色确认,0.480,红色,0.768
396,6,3.787,-1.729,-0.597,大黄锥,本帧颜色确认,0.633,大黄锥,0.937
396,7,10.586,-0.104,-0.801,红色,本帧颜色确认,0.512,红色,0.722
396,8,10.850,-6.021,-0.819,红色,本帧颜色确认,0.405,红色,0.560
396,9,5.620,0.457,-0.737,大黄锥,本帧颜色确认,0.789,大黄锥,0.916
396,10,5.213,0.692,-0.682,大黄锥,本帧颜色确认,0.841,大黄锥,0.896
396,11,6.260,-3.652,-0.805,蓝色,本帧颜色确认,0.370,蓝色,0.722
396,12,12.701,-6.595,-0.783,小黄锥,本帧颜色确认,0.603,大黄锥,0.104
396,13,11.150,-7.700,-0.738,红色,沿用历史颜色,,,
396,14,3.076,2.446,-0.777,红色,本帧颜色确认,0.290,红色,0.916
396,15,14.084,-1.958,-0.799,蓝色,沿用历史颜色,,,
396,16,15.089,-4.742,-0.773,未知,雷达框未匹配,,,
