帧号,雷达时间戳,相机时间戳,时间差毫秒,雷达锥桶数,YOLO框数,成功匹配数,YOLO未匹配数,蓝色数,红色数,大黄锥数,小黄锥数,未知数,IoU阈值
687,1788659529.600672007,1788659529.626057863,25.386,18,27,14,13,5,6,4,3,0,0.050
