帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
503,1,4.211,-0.831,-0.612,大黄锥,本帧颜色确认,0.748,大黄锥,0.933
503,2,3.642,1.962,-0.592,大黄锥,本帧颜色确认,0.807,大黄锥,0.933
503,3,12.523,3.813,-0.815,小黄锥,沿用历史颜色,,,
503,4,11.258,-3.510,-0.742,红色,本帧颜色确认,0.417,红色,0.768
503,5,11.081,0.223,-0.760,蓝色,沿用历史颜色,,,
503,6,10.303,3.942,-0.762,红色,本帧颜色确认,0.427,红色,0.722
503,7,9.453,-1.960,-0.816,未知,雷达框未匹配,,,
503,8,7.874,5.670,-0.738,蓝色,本帧颜色确认,0.452,蓝色,0.672
503,9,12.741,-0.619,-0.763,蓝色,本帧颜色确认,0.364,蓝色,0.371
503,10,6.054,3.452,-0.842,未知,雷达框未匹配,,,
503,11,13.169,1.176,-0.794,小黄锥,本帧匹配成功,0.266,大黄锥,0.129
503,12,8.711,8.340,-0.756,蓝色,本帧颜色确认,0.328,蓝色,0.278
