帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
111,1,8.763,4.028,-0.760,红色,本帧颜色确认,0.464,红色,0.768
111,2,7.279,5.965,-0.785,红色,本帧颜色确认,0.397,红色,0.768
111,3,8.913,-3.703,-0.753,蓝色,本帧颜色确认,0.346,蓝色,0.722
111,4,7.605,-6.129,-0.771,蓝色,沿用历史颜色,,,
111,5,4.761,-5.310,-0.787,红色,本帧颜色确认,0.439,红色,0.842
111,6,11.115,-1.819,-0.696,蓝色,本帧颜色确认,0.238,蓝色,0.617
111,7,4.705,-1.026,-0.751,小黄锥,本帧颜色确认,0.683,大黄锥,0.617
111,8,4.584,1.711,-0.814,小黄锥,本帧颜色确认,0.481,大黄锥,0.560
111,9,14.110,-0.827,-0.183,未知,雷达框未匹配,,,
111,10,11.428,2.469,-0.828,未知,雷达框未匹配,,,
