帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
153,1,7.489,5.668,-0.799,红色,沿用历史颜色,,,
153,2,8.765,-4.041,-0.791,蓝色,沿用历史颜色,,,
153,3,7.369,-6.402,-0.766,蓝色,本帧颜色确认,0.234,蓝色,0.768
153,4,14.181,1.486,-0.200,未知,雷达框未匹配,,,
153,5,11.017,-2.281,-0.718,蓝色,本帧颜色确认,0.377,蓝色,0.560
153,6,8.893,3.690,-0.743,红色,本帧颜色确认,0.484,红色,0.808
153,7,5.444,-3.477,-0.832,红色,本帧颜色确认,0.398,红色,0.871
153,8,4.637,1.513,-0.838,小黄锥,本帧颜色确认,0.521,大黄锥,0.617
153,9,4.529,-5.486,-0.788,红色,本帧颜色确认,0.451,红色,0.808
153,10,4.459,4.698,-0.799,蓝色,本帧匹配成功,0.501,蓝色,0.842
