帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
135,1,11.658,0.831,-0.331,未知,雷达框未匹配,,,
135,2,8.443,-2.748,-0.810,蓝色,本帧颜色确认,0.380,蓝色,0.808
135,3,11.495,-2.103,-0.238,未知,雷达框未匹配,,,
135,4,8.955,1.661,-0.791,红色,本帧颜色确认,0.370,红色,0.768
135,5,12.659,0.704,-0.347,未知,雷达框未匹配,,,
135,6,6.752,3.575,-0.802,红色,本帧颜色确认,0.440,红色,0.808
135,7,5.547,5.840,-0.781,红色,本帧颜色确认,0.456,红色,0.808
135,8,5.963,-4.548,-0.791,蓝色,本帧颜色确认,0.442,蓝色,0.768
135,9,4.459,-6.698,-0.843,未知,雷达框未匹配,,,
135,10,12.344,-2.119,-0.556,大黄锥,沿用历史颜色,,,
