帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
729,1,10.601,-1.862,-0.819,蓝色,沿用历史颜色,,,
729,2,12.295,-0.921,-0.749,蓝色,本帧颜色确认,0.127,蓝色,0.278
729,3,11.203,-5.691,-0.832,小黄锥,沿用历史颜色,,,
729,4,12.420,-3.177,-0.738,未知,雷达框未匹配,,,
729,5,8.668,0.621,-0.779,红色,本帧颜色确认,0.436,红色,0.672
729,6,9.744,-6.935,-0.768,红色,本帧颜色确认,0.127,红色,0.617
729,7,9.807,-8.736,-0.755,红色,本帧颜色确认,0.226,红色,0.722
729,8,13.488,-3.654,-0.798,小黄锥,本帧颜色确认,0.519,大黄锥,0.193
729,9,6.354,-6.017,-0.784,蓝色,本帧颜色确认,0.377,蓝色,0.768
729,10,9.378,-5.299,-0.819,红色,沿用历史颜色,,,
729,11,13.834,0.263,-0.652,蓝色,本帧颜色确认,0.312,蓝色,0.441
729,12,11.730,2.377,-0.725,红色,本帧颜色确认,0.359,红色,0.617
729,13,3.670,0.841,-0.624,大黄锥,本帧颜色确认,0.751,大黄锥,0.871
729,14,16.341,4.201,-0.699,未知,雷达框未匹配,,,
