帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
244,1,7.307,-0.165,-0.794,蓝色,本帧匹配成功,0.642,蓝色,0.722
244,2,9.915,-1.091,-0.813,未知,雷达框未匹配,,,
244,3,7.321,6.407,-0.774,红色,本帧匹配成功,0.529,红色,0.768
244,4,4.530,-0.434,-0.613,大黄锥,本帧颜色确认,0.696,大黄锥,0.933
244,5,14.289,6.631,-0.848,小黄锥,本帧匹配成功,0.588,大黄锥,0.129
244,6,3.560,2.419,-0.629,大黄锥,本帧颜色确认,0.578,大黄锥,0.896
244,7,11.463,1.455,-0.788,红色,本帧匹配成功,0.715,红色,0.560
244,8,11.946,-2.594,-0.787,蓝色,本帧匹配成功,0.616,蓝色,0.129
244,9,10.022,5.168,-0.790,蓝色,本帧匹配成功,0.324,蓝色,0.129
244,10,10.837,8.791,-0.795,未知,雷达框未匹配,,,
244,11,12.520,5.942,-0.778,未知,雷达框未匹配,,,
244,12,13.514,2.688,-0.800,未知,雷达框未匹配,,,
244,13,5.444,3.791,-0.825,红色,本帧匹配成功,0.382,红色,0.617
