帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
39,1,5.598,-0.619,-0.711,大黄锥,本帧颜色确认,0.564,大黄锥,0.842
39,2,7.311,2.713,-0.839,红色,本帧颜色确认,0.538,红色,0.441
39,3,4.351,2.129,-0.681,大黄锥,本帧颜色确认,0.768,大黄锥,0.933
39,4,10.824,-2.546,-0.842,蓝色,沿用历史颜色,,,
39,5,9.722,4.388,-0.818,红色,本帧颜色确认,0.552,红色,0.560
39,6,5.540,2.195,-0.683,小黄锥,颜色冲突，保持原色,0.704,大黄锥,0.896
39,7,4.500,-0.743,-0.636,大黄锥,本帧颜色确认,0.731,大黄锥,0.916
39,8,12.627,3.095,-0.813,蓝色,沿用历史颜色,,,
39,9,13.135,-0.507,-0.810,红色,本帧颜色确认,0.500,红色,0.129
39,10,11.570,7.418,-0.768,红色,沿用历史颜色,,,
39,11,7.878,-1.019,-0.860,未知,雷达框未匹配,,,
39,12,14.750,11.179,-0.822,未知,雷达框未匹配,,,
