帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
557,1,8.571,-2.981,-0.785,红色,本帧颜色确认,0.331,红色,0.722
557,2,7.275,-7.061,-0.814,蓝色,本帧颜色确认,0.192,蓝色,0.768
557,3,10.457,3.074,-0.780,红色,本帧颜色确认,0.348,红色,0.278
557,4,11.080,5.295,-0.782,小黄锥,本帧匹配成功,0.311,大黄锥,0.104
557,5,9.620,-1.072,-0.799,小黄锥,沿用历史颜色,,,
557,6,7.174,-1.370,-0.793,红色,本帧颜色确认,0.407,红色,0.808
557,7,7.577,-10.229,-0.667,未知,雷达框未匹配,,,
557,8,6.014,-4.449,-0.805,蓝色,本帧颜色确认,0.209,蓝色,0.842
557,9,15.455,-2.132,-0.756,蓝色,颜色冲突，保持原色,0.418,小黄锥,0.193
557,10,13.743,-2.742,-0.679,蓝色,本帧颜色确认,0.165,蓝色,0.500
557,11,10.100,1.154,-0.815,小黄锥,沿用历史颜色,,,
557,12,13.576,-6.212,-0.749,红色,本帧颜色确认,0.158,红色,0.672
557,13,12.221,4.851,-0.768,小黄锥,本帧颜色确认,0.305,大黄锥,0.233
557,14,12.291,-1.569,-0.801,蓝色,沿用历史颜色,,,
557,15,13.541,4.545,-0.776,小黄锥,本帧颜色确认,0.211,大黄锥,0.441
557,16,11.473,-8.353,-0.833,红色,本帧匹配成功,0.056,红色,0.672
557,17,12.293,-3.805,-0.774,蓝色,沿用历史颜色,,,
557,18,13.163,2.790,-0.758,小黄锥,沿用历史颜色,,,
557,19,12.872,0.923,-0.835,红色,沿用历史颜色,,,
557,20,5.460,-0.056,-0.866,红色,沿用历史颜色,,,
