帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
102,1,11.651,0.832,-0.221,未知,雷达框未匹配,,,
102,2,8.442,-2.734,-0.797,蓝色,本帧颜色确认,0.401,蓝色,0.808
102,3,5.961,-4.529,-0.794,蓝色,本帧颜色确认,0.375,蓝色,0.808
102,4,12.366,-2.114,-0.461,未知,雷达框未匹配,,,
102,5,8.953,1.668,-0.828,红色,本帧颜色确认,0.351,红色,0.768
102,6,5.539,5.832,-0.778,红色,本帧颜色确认,0.483,红色,0.842
102,7,12.673,0.706,-0.393,未知,雷达框未匹配,,,
102,8,11.501,-2.111,-0.229,未知,雷达框未匹配,,,
102,9,6.740,3.580,-0.788,红色,本帧颜色确认,0.432,红色,0.808
102,10,4.451,-6.700,-0.836,未知,雷达框未匹配,,,
102,11,3.631,-2.561,-0.846,红色,本帧匹配成功,0.530,红色,0.896
