帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
395,1,8.019,1.099,-0.787,红色,本帧颜色确认,0.553,红色,0.808
395,2,9.478,-6.393,-0.750,红色,本帧颜色确认,0.320,红色,0.672
395,3,10.913,-5.092,-0.786,小黄锥,沿用历史颜色,,,
395,4,11.700,-0.293,-0.772,蓝色,本帧颜色确认,0.335,蓝色,0.383
395,5,10.118,-1.298,-0.818,蓝色,沿用历史颜色,,,
395,6,9.007,-4.769,-0.792,红色,本帧颜色确认,0.415,红色,0.672
395,7,13.040,-2.933,-0.823,小黄锥,沿用历史颜色,,,
395,8,11.961,-2.522,-0.827,未知,雷达框未匹配,,,
395,9,11.012,3.020,-0.817,红色,本帧颜色确认,0.416,红色,0.722
395,10,13.226,1.013,-0.815,蓝色,沿用历史颜色,,,
395,11,6.066,-5.636,-0.816,蓝色,本帧颜色确认,0.341,蓝色,0.842
395,12,9.646,-8.186,-0.772,红色,本帧颜色确认,0.247,红色,0.672
395,13,4.133,-2.988,-0.830,蓝色,本帧颜色确认,0.522,蓝色,0.871
395,14,12.406,-5.636,-0.808,未知,雷达框未匹配,,,
395,15,12.752,5.891,-0.742,红色,本帧匹配成功,0.468,红色,0.672
395,16,15.534,5.015,-0.747,红色,颜色冲突，保持原色,0.248,蓝色,0.158
