帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
106,1,8.337,-1.573,-0.829,蓝色,本帧颜色确认,0.488,蓝色,0.808
106,2,11.312,-0.433,-0.307,大黄锥,沿用历史颜色,,,
106,3,5.722,4.127,-0.838,红色,本帧颜色确认,0.521,红色,0.808
106,4,3.787,2.259,-0.786,蓝色,本帧颜色确认,0.551,蓝色,0.842
106,5,5.068,-6.011,-0.815,蓝色,本帧匹配成功,0.498,蓝色,0.842
106,6,6.261,-3.563,-0.832,蓝色,本帧颜色确认,0.518,蓝色,0.808
106,7,11.167,2.373,-0.368,大黄锥,沿用历史颜色,,,
106,8,4.051,-1.520,-0.801,红色,本帧颜色确认,0.655,红色,0.896
106,9,8.431,2.719,-0.845,红色,沿用历史颜色,,,
106,10,11.733,-0.325,-0.473,小黄锥,沿用历史颜色,,,
106,11,2.327,3.292,-0.820,蓝色,沿用历史颜色,,,
106,12,2.913,-3.276,-0.803,红色,本帧颜色确认,0.491,红色,0.916
106,13,4.198,5.980,-0.812,红色,沿用历史颜色,,,
106,14,14.446,-0.735,-0.812,小黄锥,沿用历史颜色,,,
