帧号,雷达时间戳,相机时间戳,时间差毫秒,雷达锥桶数,YOLO框数,成功匹配数,YOLO未匹配数,蓝色数,红色数,大黄锥数,小黄锥数,未知数,IoU阈值
261,1784113374.069367886,1784113374.041017532,28.350,12,15,1,14,1,1,0,0,10,0.050
