帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
65,1,10.141,3.959,-0.769,蓝色,沿用历史颜色,,,
65,2,6.071,-6.651,-0.824,蓝色,本帧颜色确认,0.277,蓝色,0.768
65,3,7.567,5.428,-0.770,红色,沿用历史颜色,,,
65,4,7.404,-2.595,-0.801,红色,本帧颜色确认,0.425,红色,0.768
65,5,8.268,-4.061,-0.803,红色,本帧颜色确认,0.273,红色,0.722
65,6,9.326,-2.469,-0.752,未知,雷达框未匹配,,,
65,7,9.041,2.378,-0.749,蓝色,沿用历史颜色,,,
65,8,9.770,0.262,-0.786,小黄锥,沿用历史颜色,,,
65,9,7.703,1.006,-0.797,蓝色,沿用历史颜色,,,
65,10,10.923,-2.671,-0.775,未知,雷达框未匹配,,,
65,11,8.853,-5.743,-0.761,红色,本帧颜色确认,0.230,红色,0.560
65,12,10.928,0.115,-0.759,未知,雷达框未匹配,,,
65,13,8.575,8.611,-0.794,红色,沿用历史颜色,,,
