帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
28,1,6.788,3.073,-0.742,红色,本帧颜色确认,0.418,红色,0.672
28,2,9.946,-2.588,-0.759,蓝色,本帧颜色确认,0.667,蓝色,0.383
28,3,4.879,-0.691,-0.658,大黄锥,本帧颜色确认,0.677,大黄锥,0.916
28,4,12.035,-0.553,-0.751,红色,本帧颜色确认,0.437,红色,0.383
28,5,9.159,5.218,-0.729,红色,沿用历史颜色,,,
28,6,14.106,-3.230,-0.666,红色,本帧颜色确认,0.434,红色,0.500
28,7,4.532,2.194,-0.451,大黄锥,本帧颜色确认,0.771,大黄锥,0.916
28,8,11.560,-4.585,-0.838,蓝色,本帧颜色确认,0.538,蓝色,0.383
28,9,14.321,0.141,-0.635,小黄锥,本帧颜色确认,0.343,大黄锥,0.383
28,10,10.288,7.577,-0.429,红色,本帧颜色确认,0.478,红色,0.278
