帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
31,1,8.090,5.100,-0.779,红色,本帧颜色确认,0.396,红色,0.768
31,2,8.604,-4.691,-0.807,蓝色,沿用历史颜色,,,
31,3,11.008,-3.084,-0.783,蓝色,沿用历史颜色,,,
31,4,4.593,8.578,-0.798,未知,雷达框未匹配,,,
31,5,9.338,3.012,-0.799,红色,本帧颜色确认,0.399,红色,0.808
31,6,6.797,-2.327,-0.795,红色,本帧颜色确认,0.429,红色,0.808
31,7,14.416,0.426,-0.221,小黄锥,沿用历史颜色,,,
31,8,14.099,-2.432,-0.219,小黄锥,沿用历史颜色,,,
31,9,14.803,0.283,-0.897,未知,雷达框未匹配,,,
31,10,7.112,1.425,-0.794,蓝色,沿用历史颜色,,,
31,11,4.909,1.153,-0.816,小黄锥,本帧颜色确认,0.543,大黄锥,0.808
