帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
535,1,9.274,-4.628,-0.772,蓝色,本帧颜色确认,0.438,蓝色,0.383
535,2,7.563,-2.688,-0.778,蓝色,本帧颜色确认,0.507,蓝色,0.808
535,3,6.516,5.108,-0.812,红色,本帧颜色确认,0.346,红色,0.842
535,4,9.548,-0.505,-0.746,红色,本帧颜色确认,0.347,红色,0.672
535,5,11.818,0.264,-0.766,小黄锥,本帧颜色确认,0.440,大黄锥,0.104
535,6,16.505,-0.835,-0.828,未知,雷达框未匹配,,,
535,7,13.813,0.509,-0.732,小黄锥,沿用历史颜色,,,
535,8,13.356,3.982,-0.776,小黄锥,本帧颜色确认,0.622,大黄锥,0.328
535,9,7.574,7.513,-0.756,红色,本帧颜色确认,0.317,红色,0.808
535,10,11.730,-3.180,-0.762,红色,本帧颜色确认,0.418,红色,0.722
535,11,10.174,-10.221,-0.768,蓝色,本帧颜色确认,0.366,蓝色,0.560
535,12,8.924,3.374,-0.785,蓝色,本帧颜色确认,0.154,蓝色,0.278
535,13,11.550,3.613,-0.798,小黄锥,本帧颜色确认,0.071,大黄锥,0.441
535,14,13.143,-6.986,-0.727,红色,本帧颜色确认,0.404,红色,0.441
535,15,10.404,6.734,-0.801,未知,雷达框未匹配,,,
535,16,10.278,-7.398,-0.750,蓝色,本帧颜色确认,0.501,蓝色,0.500
