帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
109,1,8.552,-4.431,-0.643,大黄锥,本帧颜色确认,0.419,大黄锥,0.896
109,2,10.666,2.970,-0.796,红色,本帧颜色确认,0.214,红色,0.617
109,3,5.822,-5.639,-0.651,大黄锥,本帧颜色确认,0.635,大黄锥,0.896
109,4,9.148,0.898,-0.840,红色,本帧颜色确认,0.342,红色,0.768
109,5,9.085,-5.897,-0.629,大黄锥,本帧颜色确认,0.464,大黄锥,0.808
109,6,11.890,7.239,-0.838,蓝色,本帧颜色确认,0.130,蓝色,0.383
109,7,6.368,-6.984,-0.688,大黄锥,本帧颜色确认,0.494,大黄锥,0.842
109,8,4.672,4.710,-0.858,小黄锥,本帧颜色确认,0.472,小黄锥,0.500
109,9,8.346,-1.899,-0.868,红色,本帧颜色确认,0.340,红色,0.768
109,10,3.995,6.410,-0.837,小黄锥,沿用历史颜色,,,
109,11,8.530,5.055,-0.842,蓝色,本帧颜色确认,0.181,蓝色,0.617
109,12,4.130,-3.327,-0.815,蓝色,本帧匹配成功,0.554,蓝色,0.896
109,13,2.582,3.859,-0.847,小黄锥,沿用历史颜色,,,
109,14,10.398,-17.708,-0.883,未知,雷达框未匹配,,,
109,15,6.514,2.270,-0.834,蓝色,本帧颜色确认,0.581,蓝色,0.768
