帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
590,1,9.754,-5.127,-0.561,大黄锥,本帧颜色确认,0.466,大黄锥,0.768
590,2,6.131,6.888,-0.793,小黄锥,本帧颜色确认,0.765,小黄锥,0.768
590,3,6.848,4.393,-0.810,小黄锥,本帧颜色确认,0.680,小黄锥,0.672
590,4,6.999,-5.882,-0.659,大黄锥,本帧颜色确认,0.435,大黄锥,0.896
590,5,10.825,-7.084,-0.878,红色,本帧颜色确认,0.266,红色,0.722
590,6,11.671,2.904,-0.743,红色,本帧颜色确认,0.444,红色,0.768
590,7,6.875,-5.479,-0.651,大黄锥,本帧颜色确认,0.649,大黄锥,0.808
590,8,9.889,5.461,-0.781,蓝色,本帧颜色确认,0.556,蓝色,0.560
590,9,9.339,-1.968,-0.878,红色,沿用历史颜色,,,
590,10,9.618,-4.721,-0.606,大黄锥,本帧颜色确认,0.667,大黄锥,0.768
590,11,10.175,0.945,-0.787,红色,本帧颜色确认,0.658,红色,0.808
590,12,8.664,4.065,-0.790,蓝色,本帧颜色确认,0.650,蓝色,0.808
590,13,4.256,3.536,-0.845,小黄锥,本帧颜色确认,0.723,小黄锥,0.842
590,14,7.901,2.411,-0.810,蓝色,本帧颜色确认,0.552,蓝色,0.617
590,15,9.893,-15.203,-0.850,未知,雷达框未匹配,,,
590,16,3.585,5.688,-0.863,小黄锥,沿用历史颜色,,,
590,17,5.438,8.662,-0.764,小黄锥,沿用历史颜色,,,
590,18,7.303,-8.571,-0.844,蓝色,本帧颜色确认,0.266,蓝色,0.617
590,19,14.599,4.529,-0.842,红色,本帧颜色确认,0.408,红色,0.233
590,20,10.453,-16.727,-0.896,未知,雷达框未匹配,,,
590,21,7.948,-14.814,-0.862,未知,雷达框未匹配,,,
590,22,13.635,7.408,-0.769,蓝色,本帧颜色确认,0.671,蓝色,0.560
590,23,4.289,1.362,-0.853,红色,本帧颜色确认,0.638,红色,0.871
590,24,17.481,4.984,-0.775,红色,本帧匹配成功,0.447,红色,0.328
