帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
235,1,9.760,7.317,-0.303,未知,雷达框未匹配,,,
235,2,9.683,-0.298,-0.766,红色,本帧颜色确认,0.318,红色,0.560
235,3,8.108,-2.596,-0.821,红色,沿用历史颜色,,,
235,4,7.953,-4.347,-0.776,红色,本帧颜色确认,0.373,红色,0.129
235,5,10.145,4.484,-0.795,蓝色,本帧颜色确认,0.240,蓝色,0.383
235,6,7.650,-5.866,-0.795,未知,雷达框未匹配,,,
235,7,5.460,-5.648,-0.773,小黄锥,沿用历史颜色,,,
235,8,5.657,-4.209,-0.747,红色,颜色冲突，保持原色,0.611,大黄锥,0.441
235,9,5.740,5.251,-0.816,红色,本帧颜色确认,0.370,红色,0.842
235,10,12.530,-2.340,-0.780,红色,本帧匹配成功,0.160,红色,0.193
235,11,11.787,1.909,-0.789,蓝色,沿用历史颜色,,,
235,12,9.887,8.764,-0.481,大黄锥,本帧匹配成功,0.341,大黄锥,0.500
235,13,6.749,7.599,-0.632,大黄锥,本帧匹配成功,0.474,大黄锥,0.808
235,14,13.888,0.301,-0.690,红色,本帧匹配成功,0.137,红色,0.104
235,15,3.740,3.101,-0.839,红色,本帧颜色确认,0.644,红色,0.896
