帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
64,1,8.567,-3.912,-0.798,蓝色,本帧颜色确认,0.276,蓝色,0.383
64,2,10.880,1.518,-0.828,蓝色,沿用历史颜色,,,
64,3,12.834,-5.110,-0.825,红色,本帧颜色确认,0.203,红色,0.278
64,4,12.916,-1.772,-0.792,未知,雷达框未匹配,,,
64,5,12.083,3.005,-0.824,未知,雷达框未匹配,,,
64,6,13.050,1.010,-0.820,小黄锥,沿用历史颜色,,,
64,7,12.075,-3.485,-0.816,红色,本帧颜色确认,0.211,红色,0.383
64,8,3.255,-1.521,-0.499,大黄锥,本帧颜色确认,0.488,大黄锥,0.847
64,9,13.798,-9.148,-0.837,红色,本帧颜色确认,0.175,红色,0.129
64,10,10.941,9.162,-0.789,红色,本帧颜色确认,0.518,红色,0.500
64,11,11.054,-2.108,-0.820,红色,本帧颜色确认,0.270,红色,0.233
64,12,10.667,-9.216,-0.787,蓝色,本帧颜色确认,0.309,蓝色,0.441
64,13,13.033,4.726,-0.764,未知,雷达框未匹配,,,
64,14,10.279,5.873,-0.780,红色,本帧颜色确认,0.579,红色,0.672
64,15,8.138,3.024,-0.798,红色,沿用历史颜色,,,
64,16,13.821,9.301,-0.728,未知,雷达框未匹配,,,
64,17,14.203,0.941,-0.833,未知,雷达框未匹配,,,
