帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
707,1,8.698,-3.993,-0.864,红色,本帧颜色确认,0.354,红色,0.808
707,2,4.732,-4.019,-0.726,大黄锥,本帧颜色确认,0.813,大黄锥,0.871
707,3,6.901,-2.067,-0.664,大黄锥,本帧颜色确认,0.603,大黄锥,0.768
707,4,6.588,5.789,-0.750,红色,本帧颜色确认,0.602,红色,0.808
707,5,4.508,-3.579,-0.705,大黄锥,本帧颜色确认,0.551,大黄锥,0.129
707,6,11.545,9.532,-0.775,红色,本帧颜色确认,0.405,红色,0.768
707,7,5.813,-6.467,-0.910,蓝色,本帧颜色确认,0.413,蓝色,0.768
707,8,13.634,-8.468,-0.836,蓝色,沿用历史颜色,,,
707,9,3.163,4.194,-0.784,蓝色,沿用历史颜色,,,
707,10,7.097,-2.434,-0.644,大黄锥,本帧颜色确认,0.565,大黄锥,0.842
707,11,5.823,0.456,-0.833,红色,本帧颜色确认,0.654,红色,0.808
707,12,11.348,-5.234,-0.878,红色,沿用历史颜色,,,
707,13,11.711,-8.413,-0.880,蓝色,本帧颜色确认,0.326,蓝色,0.221
707,14,8.896,-10.692,-0.917,未知,雷达框未匹配,,,
707,15,4.102,7.709,-0.771,蓝色,沿用历史颜色,,,
707,16,12.597,-10.425,-0.915,未知,雷达框未匹配,,,
707,17,10.283,-12.017,-0.870,未知,雷达框未匹配,,,
707,18,5.732,3.481,-0.851,红色,沿用历史颜色,,,
