帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
339,1,9.183,2.458,-0.799,小黄锥,沿用历史颜色,,,
339,2,8.008,4.357,-0.784,蓝色,沿用历史颜色,,,
339,3,7.509,-0.845,-0.799,红色,本帧颜色确认,0.495,红色,0.768
339,4,6.991,2.770,-0.811,蓝色,沿用历史颜色,,,
339,5,10.925,-0.178,-0.777,小黄锥,沿用历史颜色,,,
339,6,7.017,-5.097,-0.812,蓝色,本帧颜色确认,0.303,蓝色,0.768
339,7,10.967,-7.534,-0.725,红色,本帧颜色确认,0.347,红色,0.617
339,8,9.335,-0.335,-0.751,小黄锥,本帧颜色确认,0.664,大黄锥,0.129
339,9,10.346,2.566,-0.798,小黄锥,本帧颜色确认,0.203,大黄锥,0.129
339,10,8.750,6.168,-0.706,蓝色,本帧颜色确认,0.444,蓝色,0.560
339,11,7.879,-7.931,-0.804,蓝色,本帧颜色确认,0.432,蓝色,0.560
339,12,8.621,-2.108,-0.805,红色,沿用历史颜色,,,
339,13,5.901,6.998,-0.694,红色,本帧颜色确认,0.208,红色,0.328
339,14,9.579,-3.634,-0.786,红色,本帧颜色确认,0.492,红色,0.672
