帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
540,1,9.181,-4.839,-0.815,红色,本帧颜色确认,0.325,红色,0.672
540,2,8.106,-2.919,-0.798,红色,本帧颜色确认,0.407,红色,0.808
540,3,11.574,-5.502,-0.838,小黄锥,颜色冲突，已修改,0.154,大黄锥,0.383
540,4,5.705,-4.676,-0.783,蓝色,本帧颜色确认,0.393,蓝色,0.842
540,5,9.818,-6.880,-0.794,红色,本帧颜色确认,0.366,红色,0.722
540,6,6.833,-7.183,-0.809,蓝色,本帧颜色确认,0.235,蓝色,0.808
540,7,12.881,-9.154,-0.775,蓝色,沿用历史颜色,,,
540,8,5.421,-0.267,-0.851,红色,本帧颜色确认,0.552,红色,0.842
540,9,14.619,-8.679,-0.795,蓝色,本帧颜色确认,0.189,蓝色,0.560
540,10,13.974,-2.015,-0.769,红色,沿用历史颜色,,,
540,11,15.334,-4.960,-0.877,未知,雷达框未匹配,,,
540,12,15.427,-0.219,-0.753,未知,雷达框未匹配,,,
540,13,12.863,-3.644,-0.811,红色,沿用历史颜色,,,
