帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
172,1,11.190,2.033,-0.805,小黄锥,沿用历史颜色,,,
172,2,7.099,-3.244,-0.787,蓝色,本帧颜色确认,0.396,蓝色,0.768
172,3,10.500,-2.530,-0.753,红色,本帧颜色确认,0.178,红色,0.328
172,4,9.412,-1.234,-0.788,红色,本帧颜色确认,0.267,红色,0.441
172,5,9.556,-8.333,-0.827,蓝色,本帧颜色确认,0.241,蓝色,0.560
172,6,8.997,2.378,-0.770,蓝色,本帧颜色确认,0.250,蓝色,0.278
172,7,11.405,-4.100,-0.782,红色,本帧颜色确认,0.246,红色,0.500
172,8,12.381,2.071,-0.820,小黄锥,沿用历史颜色,,,
172,9,10.050,3.953,-0.738,蓝色,本帧颜色确认,0.254,蓝色,0.278
172,10,8.806,-5.495,-0.802,蓝色,本帧颜色确认,0.253,蓝色,0.560
172,11,8.066,6.681,-0.750,红色,本帧颜色确认,0.346,红色,0.768
172,12,6.128,3.730,-0.755,红色,本帧颜色确认,0.479,红色,0.808
172,13,11.257,-0.760,-0.811,未知,雷达框未匹配,,,
172,14,12.672,-8.044,-0.735,红色,本帧颜色确认,0.117,红色,0.233
172,15,10.868,5.742,-0.815,蓝色,本帧颜色确认,0.155,蓝色,0.129
172,16,12.872,-0.648,-0.849,未知,雷达框未匹配,,,
172,17,11.323,10.411,-0.762,未知,雷达框未匹配,,,
172,18,3.687,2.129,-0.802,红色,本帧颜色确认,0.640,红色,0.896
