帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
635,1,8.109,-3.050,-0.833,红色,本帧颜色确认,0.437,红色,0.808
635,2,6.268,-5.827,-0.850,蓝色,本帧颜色确认,0.315,蓝色,0.808
635,3,10.518,-3.252,-0.791,小黄锥,沿用历史颜色,,,
635,4,9.094,-4.922,-0.812,红色,本帧颜色确认,0.505,红色,0.672
635,5,11.432,-1.182,-0.813,红色,本帧颜色确认,0.549,红色,0.233
635,6,12.226,0.618,-0.833,红色,本帧颜色确认,0.518,红色,0.158
635,7,13.316,-9.147,-0.834,红色,本帧颜色确认,0.280,红色,0.560
635,8,14.205,-5.783,-0.836,蓝色,本帧颜色确认,0.402,蓝色,0.500
635,9,13.040,-4.346,-0.831,小黄锥,沿用历史颜色,,,
635,10,13.298,2.666,-0.789,小黄锥,沿用历史颜色,,,
635,11,12.557,-6.522,-0.836,红色,沿用历史颜色,,,
635,12,14.136,-1.998,-0.864,红色,沿用历史颜色,,,
635,13,15.546,1.416,-0.799,小黄锥,本帧颜色确认,0.585,大黄锥,0.328
635,14,6.939,-8.656,-0.819,未知,雷达框未匹配,,,
