帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
485,1,7.784,2.021,-0.623,大黄锥,本帧颜色确认,0.470,大黄锥,0.808
485,2,4.940,3.238,-0.701,大黄锥,本帧颜色确认,0.407,大黄锥,0.933
485,3,6.788,6.290,-0.854,未知,雷达框未匹配,,,
485,4,5.559,4.024,-0.693,大黄锥,本帧匹配成功,0.383,大黄锥,0.896
485,5,5.842,-4.512,-0.772,蓝色,本帧颜色确认,0.402,蓝色,0.842
485,6,7.238,1.369,-0.595,大黄锥,本帧颜色确认,0.488,大黄锥,0.896
485,7,6.738,-7.008,-0.821,蓝色,本帧匹配成功,0.154,蓝色,0.768
485,8,10.337,3.812,-0.827,未知,雷达框未匹配,,,
485,9,2.891,-5.215,-0.821,未知,雷达框未匹配,,,
485,10,4.141,-8.421,-0.845,未知,雷达框未匹配,,,
