帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
3,1,6.792,3.088,-0.793,红色,沿用历史颜色,,,
3,2,9.951,-2.592,-0.765,蓝色,本帧颜色确认,0.722,蓝色,0.328
3,3,4.887,-0.690,-0.670,大黄锥,本帧颜色确认,0.671,大黄锥,0.933
3,4,14.090,-3.233,-0.687,红色,本帧颜色确认,0.482,红色,0.500
3,5,12.042,-0.532,-0.714,红色,本帧颜色确认,0.716,红色,0.383
3,6,9.169,5.241,-0.704,未知,雷达框未匹配,,,
3,7,4.532,2.192,-0.477,大黄锥,本帧颜色确认,0.830,大黄锥,0.916
3,8,15.396,-7.076,-0.785,红色,本帧颜色确认,0.714,红色,0.373
3,9,14.313,0.166,-0.606,小黄锥,本帧颜色确认,0.374,大黄锥,0.383
3,10,11.499,3.381,-0.601,未知,雷达框未匹配,,,
