帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
649,1,8.453,-2.077,-0.803,红色,沿用历史颜色,,,
649,2,11.351,5.973,-0.772,小黄锥,本帧颜色确认,0.278,大黄锥,0.158
649,3,10.191,6.278,-0.786,小黄锥,沿用历史颜色,,,
649,4,9.284,-0.120,-0.793,小黄锥,本帧颜色确认,0.162,大黄锥,0.104
649,5,13.547,-1.343,-0.778,蓝色,沿用历史颜色,,,
649,6,7.607,-6.257,-0.789,蓝色,沿用历史颜色,,,
649,7,12.687,5.789,-0.751,小黄锥,本帧颜色确认,0.191,大黄锥,0.233
649,8,13.749,-4.829,-0.772,红色,沿用历史颜色,,,
649,9,9.761,4.042,-0.784,红色,本帧颜色确认,0.296,红色,0.383
649,10,6.062,-3.852,-0.833,蓝色,本帧颜色确认,0.097,蓝色,0.842
649,11,12.263,-2.561,-0.845,蓝色,沿用历史颜色,,,
649,12,8.253,-9.307,-0.651,未知,雷达框未匹配,,,
649,13,15.230,-0.608,-0.719,蓝色,本帧颜色确认,0.136,蓝色,0.176
649,14,6.940,-0.659,-0.822,红色,本帧颜色确认,0.202,红色,0.808
649,15,12.509,4.016,-0.773,小黄锥,本帧颜色确认,0.196,大黄锥,0.129
649,16,9.541,2.103,-0.878,小黄锥,沿用历史颜色,,,
649,17,15.875,-3.635,-0.765,红色,沿用历史颜色,,,
649,18,12.372,2.126,-0.818,小黄锥,颜色冲突，已修改,0.145,小黄锥,0.158
649,19,11.915,-7.139,-0.763,红色,沿用历史颜色,,,
649,20,12.029,-0.353,-0.758,红色,沿用历史颜色,,,
649,21,3.827,-2.207,-0.840,蓝色,本帧颜色确认,0.305,蓝色,0.916
649,22,10.820,-17.590,-0.960,未知,雷达框未匹配,,,
