帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
202,1,6.145,4.266,-0.825,红色,本帧颜色确认,0.624,红色,0.808
202,2,7.734,-2.522,-0.816,蓝色,沿用历史颜色,,,
202,3,11.082,-1.553,-0.767,红色,本帧颜色确认,0.207,红色,0.383
202,4,9.645,-4.658,-0.766,蓝色,本帧颜色确认,0.256,蓝色,0.560
202,5,12.123,-3.014,-0.776,红色,本帧颜色确认,0.187,红色,0.383
202,6,9.883,-0.355,-0.742,红色,本帧颜色确认,0.278,红色,0.500
202,7,13.728,-6.851,-0.803,红色,本帧颜色确认,0.132,红色,0.158
202,8,9.149,3.198,-0.795,蓝色,本帧颜色确认,0.419,蓝色,0.328
202,9,11.373,3.045,-0.760,小黄锥,沿用历史颜色,,,
202,10,3.872,2.507,-0.816,红色,本帧颜色确认,0.723,红色,0.871
202,11,7.857,7.413,-0.782,红色,本帧颜色确认,0.548,红色,0.722
202,12,11.694,0.283,-0.755,未知,雷达框未匹配,,,
202,13,10.101,4.868,-0.794,蓝色,沿用历史颜色,,,
202,14,12.523,3.185,-0.781,未知,雷达框未匹配,,,
202,15,10.646,-7.414,-0.810,蓝色,沿用历史颜色,,,
202,16,13.278,0.524,-0.821,未知,雷达框未匹配,,,
202,17,10.737,6.708,-0.779,蓝色,沿用历史颜色,,,
202,18,10.518,-10.652,-0.743,蓝色,本帧颜色确认,0.160,蓝色,0.722
202,19,13.423,-11.450,-0.848,未知,雷达框未匹配,,,
