帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
156,1,11.214,-5.897,-0.745,红色,本帧颜色确认,0.356,红色,0.104
156,2,8.935,-5.090,-0.771,红色,本帧颜色确认,0.454,红色,0.672
156,3,5.477,-4.723,-0.794,蓝色,本帧颜色确认,0.466,蓝色,0.842
156,4,9.435,-7.154,-0.771,红色,本帧颜色确认,0.373,红色,0.768
156,5,7.990,-3.104,-0.800,红色,本帧颜色确认,0.452,红色,0.768
156,6,13.871,-2.589,-0.858,红色,颜色冲突，保持原色,0.342,大黄锥,0.233
156,7,6.405,-7.269,-0.803,蓝色,本帧颜色确认,0.332,蓝色,0.808
156,8,12.317,-9.629,-0.779,蓝色,本帧匹配成功,0.221,蓝色,0.193
156,9,12.651,-4.141,-0.782,红色,沿用历史颜色,,,
156,10,15.457,-0.909,-0.874,未知,雷达框未匹配,,,
156,11,14.110,-9.300,-0.790,蓝色,本帧匹配成功,0.205,蓝色,0.617
