帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
276,1,8.706,-4.206,-0.768,红色,本帧颜色确认,0.503,红色,0.672
276,2,7.585,-2.443,-0.796,红色,本帧颜色确认,0.640,红色,0.842
276,3,5.961,-5.329,-0.796,蓝色,本帧颜色确认,0.283,蓝色,0.768
276,4,11.405,1.565,-0.780,红色,本帧颜色确认,0.818,红色,0.441
276,5,10.737,-0.301,-0.802,小黄锥,本帧颜色确认,0.579,大黄锥,0.129
276,6,4.158,-3.222,-0.811,蓝色,本帧颜色确认,0.480,蓝色,0.871
276,7,12.583,-3.324,-0.833,小黄锥,沿用历史颜色,,,
276,8,13.481,-0.899,-0.836,未知,雷达框未匹配,,,
276,9,12.305,3.673,-0.834,小黄锥,本帧颜色确认,0.441,大黄锥,0.328
276,10,9.997,-2.425,-0.769,小黄锥,本帧颜色确认,0.395,大黄锥,0.233
276,11,13.869,-4.665,-0.764,蓝色,本帧颜色确认,0.429,蓝色,0.617
276,12,12.270,-5.575,-0.816,蓝色,本帧颜色确认,0.432,蓝色,0.233
276,13,14.622,2.604,-0.840,小黄锥,本帧颜色确认,0.389,大黄锥,0.383
276,14,6.833,-8.090,-0.813,蓝色,本帧匹配成功,0.283,蓝色,0.808
276,15,14.048,0.916,-0.832,未知,雷达框未匹配,,,
276,16,13.215,-8.080,-0.819,红色,本帧颜色确认,0.207,红色,0.617
