帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
6,1,6.165,-4.005,-0.759,蓝色,本帧颜色确认,0.422,蓝色,0.808
6,2,6.203,3.711,-0.819,红色,本帧颜色确认,0.529,红色,0.808
6,3,4.735,5.644,-0.815,红色,本帧颜色确认,0.612,红色,0.808
6,4,8.778,2.084,-0.826,红色,本帧颜色确认,0.487,红色,0.560
6,5,8.420,-2.188,-0.773,蓝色,本帧颜色确认,0.437,蓝色,0.842
6,6,4.139,1.953,-0.820,蓝色,本帧颜色确认,0.619,蓝色,0.871
6,7,11.475,1.607,-0.292,未知,雷达框未匹配,,,
6,8,14.589,-1.793,-0.851,未知,雷达框未匹配,,,
6,9,2.750,3.108,-0.778,蓝色,本帧颜色确认,0.752,蓝色,0.916
6,10,4.787,-6.383,-0.819,未知,雷达框未匹配,,,
6,11,11.894,1.525,-0.502,未知,雷达框未匹配,,,
6,12,4.147,-1.810,-0.815,红色,本帧颜色确认,0.544,红色,0.842
6,13,11.418,-1.257,-0.664,小黄锥,本帧匹配成功,0.303,大黄锥,0.808
6,14,17.364,-3.484,-0.792,未知,雷达框未匹配,,,
6,15,16.626,3.544,-0.877,未知,雷达框未匹配,,,
6,16,2.857,-3.495,-0.804,红色,本帧颜色确认,0.486,红色,0.768
