帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
196,1,7.718,5.470,-0.797,红色,本帧颜色确认,0.350,红色,0.768
196,2,7.993,1.101,-0.774,蓝色,本帧颜色确认,0.358,蓝色,0.383
196,3,6.384,-6.663,-0.770,蓝色,本帧颜色确认,0.424,蓝色,0.722
196,4,6.082,3.416,-0.837,红色,沿用历史颜色,,,
196,5,10.301,4.027,-0.804,蓝色,沿用历史颜色,,,
196,6,12.459,0.631,-0.769,小黄锥,本帧颜色确认,0.633,大黄锥,0.278
196,7,9.150,-5.873,-0.745,红色,本帧颜色确认,0.319,红色,0.672
196,8,7.659,-2.821,-0.759,红色,本帧颜色确认,0.500,红色,0.768
196,9,10.054,-2.618,-0.737,小黄锥,沿用历史颜色,,,
196,10,5.224,-4.431,-0.820,蓝色,本帧颜色确认,0.539,蓝色,0.871
196,11,8.593,8.464,-0.774,红色,本帧匹配成功,0.218,红色,0.808
196,12,10.597,0.700,-0.777,未知,雷达框未匹配,,,
