帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
13,1,7.488,5.671,-0.816,红色,沿用历史颜色,,,
13,2,7.365,-6.425,-0.759,蓝色,本帧颜色确认,0.330,蓝色,0.768
13,3,8.903,3.702,-0.771,红色,本帧颜色确认,0.405,红色,0.808
13,4,8.736,-4.019,-0.735,蓝色,本帧颜色确认,0.251,蓝色,0.722
13,5,11.058,-2.278,-0.718,蓝色,本帧颜色确认,0.321,蓝色,0.560
13,6,5.449,-3.477,-0.845,红色,沿用历史颜色,,,
13,7,4.515,-5.484,-0.773,红色,本帧颜色确认,0.472,红色,0.808
13,8,5.461,3.176,-0.835,未知,雷达框未匹配,,,
13,9,6.788,-1.809,-0.845,未知,雷达框未匹配,,,
13,10,4.631,1.515,-0.838,小黄锥,本帧颜色确认,0.499,大黄锥,0.672
13,11,6.861,1.980,-0.814,未知,雷达框未匹配,,,
