帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
128,1,9.517,1.398,-0.559,大黄锥,颜色冲突，已修改,0.360,大黄锥,0.871
128,2,9.800,-1.380,-0.566,小黄锥,颜色冲突，保持原色,0.262,大黄锥,0.808
128,3,9.947,1.314,-0.709,大黄锥,沿用历史颜色,,,
128,4,4.022,-4.103,-0.862,蓝色,本帧颜色确认,0.648,蓝色,0.896
128,5,9.733,-16.753,-1.000,未知,雷达框未匹配,,,
128,6,12.504,-2.061,-0.930,小黄锥,沿用历史颜色,,,
128,7,4.265,3.617,-0.860,红色,本帧颜色确认,0.441,红色,0.871
128,8,6.364,-2.334,-0.836,蓝色,本帧颜色确认,0.474,蓝色,0.768
128,9,12.603,-16.253,-0.871,未知,雷达框未匹配,,,
128,10,14.617,3.216,-0.844,红色,本帧颜色确认,0.107,红色,0.233
