帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
22,1,6.909,4.911,-0.829,未知,雷达框未匹配,,,
22,2,10.255,4.507,-0.820,红色,本帧匹配成功,0.458,红色,0.617
22,3,9.045,2.782,-0.797,红色,本帧匹配成功,0.523,红色,0.768
22,4,7.148,-2.776,-0.822,红色,本帧匹配成功,0.467,红色,0.842
22,5,11.175,2.275,-0.783,未知,雷达框未匹配,,,
22,6,11.321,-0.416,-0.816,小黄锥,本帧匹配成功,0.466,大黄锥,0.129
22,7,9.144,-0.997,-0.814,未知,雷达框未匹配,,,
22,8,11.106,6.544,-0.774,红色,本帧匹配成功,0.502,红色,0.500
22,9,8.614,-4.725,-0.820,红色,本帧匹配成功,0.534,红色,0.808
22,10,11.585,-3.620,-0.759,蓝色,本帧匹配成功,0.438,蓝色,0.617
22,11,10.539,-2.114,-0.741,蓝色,本帧匹配成功,0.352,蓝色,0.500
22,12,8.186,7.355,-0.761,蓝色,本帧匹配成功,0.328,蓝色,0.383
22,13,9.552,-7.971,-0.810,红色,本帧匹配成功,0.526,红色,0.768
22,14,13.980,-0.323,-0.880,未知,雷达框未匹配,,,
22,15,12.517,-7.738,-0.770,蓝色,本帧匹配成功,0.323,蓝色,0.617
