帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
662,1,9.445,-6.070,-0.515,大黄锥,沿用历史颜色,,,
662,2,9.537,-6.513,-0.609,大黄锥,本帧颜色确认,0.529,大黄锥,0.722
662,3,7.239,3.059,-0.829,小黄锥,沿用历史颜色,,,
662,4,6.194,7.143,-0.806,小黄锥,本帧颜色确认,0.366,小黄锥,0.672
662,5,13.047,0.190,-0.815,红色,沿用历史颜色,,,
662,6,7.789,-3.339,-0.773,蓝色,本帧颜色确认,0.211,蓝色,0.722
662,7,12.118,-2.675,-0.862,红色,本帧颜色确认,0.075,红色,0.617
662,8,10.891,1.777,-0.764,蓝色,沿用历史颜色,,,
662,9,7.168,0.885,-0.822,红色,本帧颜色确认,0.297,红色,0.808
662,10,12.200,-5.433,-0.460,大黄锥,本帧颜色确认,0.187,大黄锥,0.617
662,11,14.682,2.052,-0.839,红色,沿用历史颜色,,,
662,12,9.897,3.768,-0.796,小黄锥,本帧颜色确认,0.157,小黄锥,0.158
662,13,5.777,9.436,-0.799,小黄锥,沿用历史颜色,,,
662,14,6.703,5.265,-0.793,小黄锥,本帧颜色确认,0.270,小黄锥,0.722
662,15,9.295,6.282,-0.794,小黄锥,本帧颜色确认,0.104,小黄锥,0.500
662,16,8.751,8.104,-0.820,小黄锥,本帧颜色确认,0.165,小黄锥,0.441
662,17,11.664,3.343,-0.787,蓝色,本帧颜色确认,0.143,蓝色,0.617
662,18,8.314,9.852,-0.775,小黄锥,本帧颜色确认,0.382,小黄锥,0.278
662,19,8.678,-16.585,-0.871,未知,雷达框未匹配,,,
662,20,12.987,4.684,-0.821,蓝色,沿用历史颜色,,,
