帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
6,1,6.803,3.062,-0.757,红色,本帧颜色确认,0.383,红色,0.617
6,2,9.934,-2.588,-0.758,蓝色,本帧颜色确认,0.769,蓝色,0.383
6,3,12.036,-0.556,-0.753,红色,本帧颜色确认,0.437,红色,0.383
6,4,4.905,-0.754,-0.665,大黄锥,本帧颜色确认,0.699,大黄锥,0.916
6,5,9.157,5.225,-0.710,红色,沿用历史颜色,,,
6,6,4.585,2.175,-0.446,大黄锥,本帧颜色确认,0.625,大黄锥,0.916
6,7,14.320,0.146,-0.647,小黄锥,本帧颜色确认,0.396,大黄锥,0.500
6,8,11.495,3.386,-0.592,未知,雷达框未匹配,,,
6,9,14.096,-3.239,-0.638,红色,本帧颜色确认,0.335,红色,0.441
6,10,12.302,-10.223,-0.861,蓝色,本帧匹配成功,0.411,蓝色,0.328
