帧号,雷达时间戳,相机时间戳,时间差毫秒,雷达锥桶数,YOLO框数,成功匹配数,YOLO未匹配数,蓝色数,红色数,大黄锥数,小黄锥数,未知数,IoU阈值
790,1788659564.042223930,1788659564.059880733,17.657,7,8,6,2,4,2,0,0,1,0.050
