帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
87,1,7.480,5.672,-0.820,红色,沿用历史颜色,,,
87,2,8.754,-4.035,-0.798,蓝色,沿用历史颜色,,,
87,3,8.908,3.697,-0.776,红色,沿用历史颜色,,,
87,4,14.094,-1.383,-0.220,未知,雷达框未匹配,,,
87,5,7.362,-6.406,-0.776,蓝色,本帧颜色确认,0.234,蓝色,0.768
87,6,14.181,1.491,-0.205,小黄锥,沿用历史颜色,,,
87,7,11.019,-2.277,-0.721,蓝色,本帧颜色确认,0.387,蓝色,0.617
87,8,4.615,1.518,-0.849,小黄锥,沿用历史颜色,,,
87,9,4.464,4.720,-0.819,未知,雷达框未匹配,,,
87,10,4.516,-5.479,-0.811,红色,本帧颜色确认,0.428,红色,0.808
87,11,5.444,-3.483,-0.834,红色,沿用历史颜色,,,
