帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
177,1,11.905,1.739,-0.860,蓝色,本帧匹配成功,0.277,蓝色,0.158
177,2,4.423,1.399,-0.666,大黄锥,本帧颜色确认,0.461,大黄锥,0.722
177,3,11.229,6.125,-0.811,红色,本帧颜色确认,0.366,红色,0.383
177,4,9.661,-3.781,-0.802,蓝色,沿用历史颜色,,,
177,5,6.925,-1.956,-0.819,蓝色,本帧颜色确认,0.434,蓝色,0.617
177,6,12.075,-1.907,-0.808,红色,本帧颜色确认,0.368,红色,0.328
177,7,13.891,-4.895,-0.832,未知,雷达框未匹配,,,
177,8,3.985,1.424,-0.676,大黄锥,本帧颜色确认,0.746,大黄锥,0.871
177,9,13.111,-3.264,-0.826,红色,本帧颜色确认,0.328,红色,0.104
177,10,4.282,-1.381,-0.664,大黄锥,本帧颜色确认,0.467,大黄锥,0.672
177,11,13.973,4.994,-0.751,未知,雷达框未匹配,,,
177,12,13.992,-1.557,-0.841,未知,雷达框未匹配,,,
177,13,11.800,9.426,-0.730,红色,本帧颜色确认,0.186,红色,0.441
177,14,6.589,1.831,-0.864,红色,本帧颜色确认,0.429,红色,0.768
177,15,15.554,-1.526,-0.797,未知,雷达框未匹配,,,
177,16,11.793,-9.053,-0.811,蓝色,本帧颜色确认,0.429,蓝色,0.441
177,17,13.066,3.273,-0.776,未知,雷达框未匹配,,,
177,18,14.918,-8.955,-0.822,未知,雷达框未匹配,,,
177,19,11.221,-6.157,-0.803,蓝色,本帧颜色确认,0.469,蓝色,0.233
177,20,14.074,1.248,-0.833,未知,雷达框未匹配,,,
177,21,15.237,1.224,-0.890,未知,雷达框未匹配,,,
177,22,14.665,9.639,-0.833,未知,雷达框未匹配,,,
