帧号,雷达时间戳,相机时间戳,时间差毫秒,雷达锥桶数,YOLO框数,成功匹配数,YOLO未匹配数,蓝色数,红色数,大黄锥数,小黄锥数,未知数,IoU阈值
465,1788659496.159816980,1788659496.158516884,1.300,9,15,8,7,2,3,0,3,1,0.050
