帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
380,1,7.341,-2.253,-0.646,大黄锥,本帧颜色确认,0.677,大黄锥,0.808
380,2,9.275,-4.126,-0.786,红色,本帧颜色确认,0.682,红色,0.768
380,3,3.452,3.871,-0.807,蓝色,本帧颜色确认,0.338,蓝色,0.768
380,4,6.834,5.503,-0.796,红色,本帧颜色确认,0.200,红色,0.808
380,5,6.502,-6.660,-0.832,蓝色,本帧匹配成功,0.382,蓝色,0.768
380,6,5.308,-4.257,-0.669,大黄锥,本帧颜色确认,0.697,大黄锥,0.896
380,7,14.362,-8.420,-0.844,蓝色,本帧颜色确认,0.586,蓝色,0.233
380,8,6.067,3.207,-0.869,红色,本帧颜色确认,0.306,红色,0.842
380,9,12.424,-8.423,-0.851,蓝色,本帧匹配成功,0.395,蓝色,0.383
380,10,11.912,-5.262,-0.785,红色,沿用历史颜色,,,
380,11,6.264,0.191,-0.832,红色,本帧颜色确认,0.491,红色,0.808
380,12,11.146,-12.030,-0.855,未知,雷达框未匹配,,,
380,13,4.339,7.349,-0.832,蓝色,沿用历史颜色,,,
380,14,3.650,5.647,-0.851,小黄锥,沿用历史颜色,,,
380,15,15.505,-5.206,-0.869,未知,雷达框未匹配,,,
380,16,9.708,-10.777,-0.810,红色,本帧匹配成功,0.431,红色,0.441
