帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
17,1,8.541,1.102,-0.784,蓝色,沿用历史颜色,,,
17,2,10.982,-0.314,-0.723,蓝色,沿用历史颜色,,,
17,3,11.426,3.068,-0.729,红色,沿用历史颜色,,,
17,4,4.923,7.148,-0.739,未知,雷达框未匹配,,,
17,5,8.109,7.044,-0.757,未知,雷达框未匹配,,,
17,6,10.280,7.555,-0.681,未知,雷达框未匹配,,,
17,7,12.802,-2.659,-0.747,蓝色,沿用历史颜色,,,
17,8,9.902,3.859,-0.772,红色,沿用历史颜色,,,
17,9,12.853,1.972,-0.703,红色,本帧颜色确认,0.325,红色,0.278
17,10,11.327,8.102,-0.722,未知,雷达框未匹配,,,
17,11,13.006,-8.745,-0.715,蓝色,本帧颜色确认,0.273,蓝色,0.617
