帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
118,1,5.134,-2.026,-0.643,大黄锥,本帧颜色确认,0.645,大黄锥,0.946
118,2,4.369,0.890,-0.660,大黄锥,本帧颜色确认,0.727,大黄锥,0.916
118,3,5.457,0.758,-0.662,大黄锥,本帧颜色确认,0.690,大黄锥,0.916
118,4,10.689,2.924,-0.754,蓝色,本帧颜色确认,0.432,蓝色,0.560
118,5,8.226,1.401,-0.797,蓝色,本帧颜色确认,0.450,蓝色,0.560
118,6,3.964,-1.948,-0.701,大黄锥,本帧颜色确认,0.667,大黄锥,0.916
118,7,10.990,-6.863,-0.804,红色,本帧颜色确认,0.293,红色,0.617
118,8,7.407,-2.785,-0.854,红色,沿用历史颜色,,,
118,9,14.080,-6.197,-0.782,蓝色,本帧颜色确认,0.231,蓝色,0.233
118,10,12.436,0.525,-0.806,红色,本帧颜色确认,0.447,红色,0.617
118,11,12.030,-3.233,-0.788,红色,本帧匹配成功,0.304,红色,0.104
118,12,15.092,3.914,-0.810,红色,本帧匹配成功,0.484,红色,0.193
