帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
659,1,9.999,0.112,-0.735,红色,本帧颜色确认,0.567,红色,0.560
659,2,7.966,-2.190,-0.804,蓝色,本帧颜色确认,0.542,蓝色,0.768
659,3,11.341,3.564,-0.772,小黄锥,沿用历史颜色,,,
659,4,11.159,-0.985,-0.786,红色,本帧颜色确认,0.402,红色,0.560
659,5,11.784,0.821,-0.819,未知,雷达框未匹配,,,
659,6,6.100,4.578,-0.775,红色,本帧颜色确认,0.576,红色,0.871
659,7,12.334,-2.445,-0.752,红色,本帧颜色确认,0.544,红色,0.672
659,8,3.879,2.709,-0.832,红色,本帧匹配成功,0.677,红色,0.871
659,9,9.977,5.339,-0.780,蓝色,本帧匹配成功,0.367,蓝色,0.193
659,10,7.616,7.733,-0.717,红色,本帧颜色确认,0.353,红色,0.768
659,11,10.539,7.217,-0.723,红色,颜色冲突，保持原色,0.404,蓝色,0.104
659,12,12.516,3.751,-0.826,未知,雷达框未匹配,,,
659,13,9.889,-4.306,-0.772,蓝色,本帧颜色确认,0.348,蓝色,0.441
659,14,9.139,3.623,-0.802,红色,沿用历史颜色,,,
659,15,14.131,-6.189,-0.821,红色,本帧颜色确认,0.571,红色,0.383
