帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
548,1,8.048,-2.950,-0.786,红色,本帧颜色确认,0.389,红色,0.842
548,2,13.276,-8.951,-0.749,红色,本帧颜色确认,0.211,红色,0.722
548,3,12.090,0.789,-0.819,红色,颜色冲突，保持原色,0.250,大黄锥,0.193
548,4,9.047,-4.815,-0.816,红色,本帧颜色确认,0.383,红色,0.617
548,5,10.462,-3.103,-0.792,小黄锥,本帧颜色确认,0.190,小黄锥,0.233
548,6,15.396,1.647,-0.792,小黄锥,本帧颜色确认,0.158,大黄锥,0.278
548,7,12.510,-6.365,-0.803,蓝色,沿用历史颜色,,,
548,8,6.189,-5.743,-0.781,蓝色,本帧颜色确认,0.366,蓝色,0.808
548,9,13.109,2.833,-0.781,小黄锥,本帧颜色确认,0.252,大黄锥,0.328
548,10,11.360,-1.035,-0.755,红色,本帧颜色确认,0.313,红色,0.158
548,11,14.141,-5.574,-0.816,蓝色,本帧颜色确认,0.210,蓝色,0.617
548,12,14.202,2.206,-0.783,小黄锥,本帧颜色确认,0.255,大黄锥,0.197
548,13,12.941,-4.136,-0.758,红色,沿用历史颜色,,,
548,14,6.558,-1.308,-0.854,红色,沿用历史颜色,,,
548,15,8.829,-18.421,-0.917,未知,雷达框未匹配,,,
548,16,4.589,-3.537,-0.827,蓝色,本帧颜色确认,0.432,蓝色,0.871
548,17,6.923,-8.541,-0.768,蓝色,本帧匹配成功,0.103,蓝色,0.129
