帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
19,1,5.129,-2.010,-0.674,大黄锥,本帧颜色确认,0.581,大黄锥,0.933
19,2,4.391,0.891,-0.670,大黄锥,本帧颜色确认,0.653,大黄锥,0.916
19,3,10.697,2.927,-0.767,蓝色,本帧颜色确认,0.361,蓝色,0.560
19,4,3.970,-1.903,-0.689,大黄锥,本帧颜色确认,0.605,大黄锥,0.916
19,5,5.474,0.746,-0.679,大黄锥,本帧颜色确认,0.708,大黄锥,0.916
19,6,8.216,1.414,-0.790,蓝色,本帧颜色确认,0.450,蓝色,0.560
19,7,14.067,-6.216,-0.819,蓝色,本帧颜色确认,0.368,蓝色,0.233
19,8,10.986,-6.870,-0.793,红色,本帧颜色确认,0.337,红色,0.672
19,9,12.450,0.523,-0.782,红色,本帧颜色确认,0.502,红色,0.617
19,10,7.488,-2.802,-0.860,红色,沿用历史颜色,,,
