帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
705,1,8.528,-3.926,-0.771,红色,本帧颜色确认,0.373,红色,0.722
705,2,9.268,-0.364,-0.791,蓝色,沿用历史颜色,,,
705,3,6.989,1.821,-0.815,红色,本帧颜色确认,0.602,红色,0.808
705,4,9.470,-7.264,-0.766,红色,本帧颜色确认,0.351,红色,0.617
705,5,11.970,-4.469,-0.842,小黄锥,沿用历史颜色,,,
705,6,11.228,-1.394,-0.785,未知,雷达框未匹配,,,
705,7,5.675,-5.068,-0.757,蓝色,本帧颜色确认,0.319,蓝色,0.808
705,8,9.803,4.011,-0.765,红色,本帧颜色确认,0.667,红色,0.808
705,9,12.130,2.204,-0.765,蓝色,本帧颜色确认,0.281,蓝色,0.500
705,10,10.408,-4.053,-0.829,小黄锥,沿用历史颜色,,,
705,11,10.781,0.798,-0.810,蓝色,沿用历史颜色,,,
705,12,12.375,-1.729,-0.751,小黄锥,沿用历史颜色,,,
705,13,9.144,-5.489,-0.789,红色,本帧颜色确认,0.343,红色,0.441
705,14,11.226,7.013,-0.738,红色,本帧颜色确认,0.618,红色,0.722
705,15,14.079,6.434,-0.795,蓝色,沿用历史颜色,,,
705,16,4.202,1.126,-0.818,红色,本帧颜色确认,0.708,红色,0.896
705,17,6.573,-7.778,-0.782,蓝色,本帧颜色确认,0.281,蓝色,0.768
